__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
3-13j	7.6	13.16	1.953	0.03	1.136	1.81	-2.82	-0.5361	0.5401	2.768	-2.793	-0.4602	0.6415	2.822	-2.557	-0.3777	0.6972	3.027	0	-0.8522	-0.4	0.0103	2.911	-0.9225	-0.2894	0.1287	2.987	-0.5303	-0.2022	0.1475	3.158	21.24	9.871	5.024	17.19	7.923	4.009	4.865	1.848	-1.848	0.09159	0.1882	131.4	74.58	0	8.459	0	0	0	90.12	61.27	0	0	13.57	5.008	0.9517	0.4421	0.04832	0.04832	0.5579	0	365.9	170	18.57	18.57	214.5	0	3.442	-3.442	0.1228	0.2353	0.6967	0.283	0.04832	0.3033	0.717	0.255	267.8	108.8	18.57	116.6	275.7	98.03	11.03	23.86	25.12	8.822	20.04	0	217.4	42.57	70.77	4.627	22	8.812	0	36.88	42.24	89.64	0	123.5	56.61	28.93	38.77	0.3989	5.954	3.743	9.282	379.5	76.8	1.347	4	12	0	57	0	28	23	24	0	0	29	1	3	0	65.08	6	0.1935	12	60	1	31	6	0.1935	47	1.25	38.47	19.51	16.52	16.82	15.15	13.67	9.641	10.23	7.852	7.705	5.71	1.62	0.8527	0.9749	0.6309	10.41	5.866	6.27	3.97	0	0	8.476	4.04	4.537	2.435	0	0	3.939	1.669	2.026	1.135	1	0.6905	16	14.49	0	4.642	13.02	0	0	0	0	0.2511	3.275	0	0	0	0	7.401	0	10.84	0.7128	2.533	0	4	0	1	0	4.394	-4.227	11.18	22	1	4	8	1	0.5	1	8	0	4	384.4	549.6	18.57	0	0	334.1	8.459	18.57	2301	44	148
3-13k	7.44	13.19	1.953	0.03	1.148	1.848	-2.82	-0.5281	0.5569	2.769	-2.793	-0.4465	0.6584	2.823	-2.557	-0.3914	0.705	3.028	0	-0.8522	-0.3943	0.02743	2.918	-0.9225	-0.2898	0.1311	2.995	-0.5304	-0.1974	0.1479	3.165	21.24	9.871	4.855	17.19	7.923	3.874	4.865	1.847	-1.847	0.09169	0.1882	131.4	74.58	0	8.459	0	0	0	90.12	61.27	0	0	13.57	5.008	0.9517	0.4421	0.04832	0.04832	0.5579	0	365.9	170	18.57	18.57	214.5	0	3.442	-3.442	0.1228	0.2353	0.6967	0.283	0.04832	0.3033	0.717	0.255	267.8	108.8	18.57	116.6	275.7	98.03	11.03	23.86	25.12	8.822	20.04	0	217.4	42.57	70.77	4.627	22	8.812	0	36.88	42.24	89.64	0	123.5	56.61	28.93	38.77	0.3989	5.954	3.705	9.287	379.5	76.8	1.347	4	12	0	57	0	28	23	24	0	0	29	1	3	0	65.08	6	0.1935	12	60	1	31	6	0.1935	47	1.267	38.47	19.51	16.52	16.82	15.15	13.69	9.657	10.24	7.858	7.661	5.686	1.552	0.8221	0.9521	0.6172	10.52	5.816	6.313	3.947	0	0	8.551	4.004	4.595	2.416	0	0	4.048	1.601	2.068	1.108	1	0.6905	15	14.43	0	4.638	13.08	0	0	0	0	0.2338	3.299	0	0	0	0	7.329	0	10.95	0.6788	2.531	0	4	0	1	0	4.318	-4.227	11.18	22	1	4	8	1	0.4667	0.875	8	0	4	384.4	549.6	18.57	0	0	334.1	8.459	18.57	2269	45	148
3-13l	7.7	13.1	1.953	0.03	0.986	2.185	-2.82	-0.5349	0.5656	2.769	-2.793	-0.4443	0.6566	2.822	-2.557	-0.3761	0.7005	3.027	0	-0.8522	-0.3867	0.04349	2.913	-0.9225	-0.2728	0.1317	2.99	-0.5303	-0.2023	0.1516	3.159	21.24	9.871	4.855	17.19	7.923	3.874	4.865	1.862	-1.862	0.08963	0.1855	133.6	55.45	16.92	8.459	0	0	0	90.12	61.27	0	0	13.57	5.008	0.9517	0.4421	0.04832	0.04832	0.5579	0	365.9	170	18.57	18.57	214.5	0	3.442	-3.442	0.1228	0.2353	0.6967	0.283	0.04832	0.3033	0.717	0.255	267.8	108.8	18.57	116.6	275.7	98.03	11.03	23.86	25.12	8.822	20.04	0	217.4	42.57	70.77	4.627	22	8.812	0	36.88	42.24	89.64	0	123.5	56.61	28.93	38.77	0.3989	5.954	3.742	9.281	379.5	76.8	1.347	4	12	0	57	0	28	23	24	0	0	29	1	3	0	65.08	6	0.1935	12	60	1	31	6	0.1935	47	1.25	38.47	19.51	16.52	16.82	15.15	13.69	9.657	10.24	7.858	7.705	5.705	1.546	0.8471	0.9539	0.6269	10.56	5.871	6.309	3.969	0	0	8.583	4.042	4.594	2.434	0	0	4.11	1.665	2.067	1.131	1	0.6905	16	14.42	0	4.67	12.94	0	0	0	0	0.2802	3.292	0	0	0	0	7.366	0	10.95	0.7128	2.533	0	4	0	1	0	4.07	-4.227	11.18	22	1	4	8	1	0.5	1	8	0	4	384.4	549.6	18.57	0	0	334.1	8.459	18.57	2299	45	148
3-13m	7.89	13.47	1.961	0.03	0.762	2.46	-2.82	-0.519	0.5234	2.769	-2.793	-0.4311	0.6217	2.822	-2.557	-0.3672	0.6876	3.027	0	-0.8522	-0.3897	-0.01342	2.938	-0.9225	-0.2843	0.1236	3.019	-0.5303	-0.2039	0.142	3.184	23.17	10.74	5.168	19.03	8.764	4.194	5.56	2.182	-2.182	0.07761	0.1582	156.4	66.19	25.38	8.459	0	0	0	77.86	61.27	0	0	13.57	7.511	0.9494	0.3845	0.05059	0.05059	0.6155	0	395.6	160.2	21.08	21.08	256.5	0	3.654	-3.654	0.1157	0.2216	0.6541	0.2377	0.05059	0.3459	0.7623	0.2953	272.6	99.02	21.08	144.1	317.6	123	11.69	23.86	36.12	8.822	25.29	0	199.8	42.57	106.2	4.636	33	8.812	0	36.88	42.24	125	0	105.9	56.61	34.17	48	0.3782	6.044	3.777	9.487	409.5	84.1	1.379	5	12	0	61	0	30	24	25	0	0	31	1	4	0	68.98	7	0.2121	12	64	1	33	7	0.2121	51	1.287	42.58	21.09	17.39	18.15	16.07	14.64	9.491	10.76	7.775	7.565	5.649	1.688	0.8527	1.009	0.6309	11.22	5.73	6.569	3.919	0	0	9.398	3.887	4.811	2.383	0	0	4.478	1.654	2.175	1.13	1	0.7004	16	12.59	0	4.699	13.24	0	0	0	0	0.1894	4.773	0	0	0	0	7.206	0	16.5	0.6171	2.524	0	5	0	1	0	3.812	-4.278	11.82	22	1	4	9	1	0.5	1	8	0	4	416.7	584.7	21.08	0	0	362.4	8.459	21.08	2724	50	158
3-13n	5.48	12.61	1.953	0.03	0.986	2.185	-2.811	-0.5426	0.5416	2.777	-2.801	-0.4581	0.6298	2.805	-2.549	-0.3531	0.6741	3.035	0	-0.8521	-0.3887	0.03336	2.9	-0.9228	-0.2724	0.1195	2.967	-0.5281	-0.2008	0.1395	3.149	20.28	9.212	4.452	16.28	7.328	3.518	4.418	1.81	-1.81	0.09232	0.1908	125.1	55.45	16.92	8.459	0	0	0	81.42	61.27	0	0	13.57	5.008	0.9494	0.4392	0.05058	0.05058	0.5608	0	348.6	161.3	18.57	18.57	205.9	0	3.442	-3.442	0.1228	0.2353	0.6824	0.2962	0.05058	0.3176	0.7038	0.267	250.6	108.8	18.57	116.6	258.4	98.03	10.57	23.86	25.12	8.822	20.04	0	198.5	42.57	70.77	4.237	22	8.812	0	36.88	42.24	89.64	0	123.5	37.74	28.93	38.77	0.4102	5.907	3.666	9.18	365.5	73.59	1.363	4	12	0	54	0	27	22	23	0	0	27	1	3	0	61.99	5	0.1667	12	57	1	30	5	0.1667	44	1.287	36.29	18.8	15.81	16.11	14.44	13.19	9.157	9.747	7.369	7.3	5.294	1.54	0.8096	0.9115	0.5766	10.32	5.76	6.102	3.826	0	0	8.341	3.939	4.38	2.309	0	0	4.132	1.844	2.113	1.248	1	0.6959	15	14.47	0	4.642	13.03	0	0	0	0	0.2847	3.255	0	0	0	0	6.133	0	10.78	0.5737	2.504	0	4	0	1	0	3.704	-4.025	10.71	22	1	4	7	0	0.4667	0.875	8	0	4	367.2	525.2	18.57	0	0	318.3	8.459	18.57	2028	44	144
3-13o	7.52	13.6	1.953	0.03	0.986	2.185	-2.825	-0.5427	0.5784	2.762	-2.79	-0.4511	0.6685	2.832	-2.56	-0.3845	0.7101	3.022	0	-0.8524	-0.387	0.04136	2.91	-0.9224	-0.2723	0.1332	2.993	-0.5316	-0.2062	0.1568	3.154	22.2	10.54	5.438	18.11	8.534	4.376	5.329	1.914	-1.914	0.08718	0.1804	142.2	55.45	16.92	8.459	0	0	0	98.82	61.27	0	0	13.57	5.008	0.9538	0.4448	0.04624	0.04624	0.5552	0	383.1	178.7	18.57	18.57	223	0	3.442	-3.442	0.1228	0.2353	0.7097	0.2708	0.04624	0.2903	0.7292	0.2441	285.1	108.8	18.57	116.6	292.9	98.03	11.5	23.86	25.12	8.822	20.04	0	236.3	42.57	70.77	5.018	22	8.812	0	36.88	42.24	89.64	0	123.5	75.47	28.93	38.77	0.3883	6	3.868	9.372	393.5	79.98	1.333	4	12	0	60	0	29	24	25	0	0	31	1	3	0	68.18	7	0.2188	12	63	1	32	7	0.2188	50	1.184	40.66	20.22	17.23	17.52	15.85	14.17	10.14	10.73	8.352	8.08	6.068	1.608	0.8777	0.9754	0.6405	10.83	6.231	6.591	4.301	0	0	8.525	4.185	4.638	2.571	0	0	4.132	1.788	2.089	1.206	1	0.6855	17	14.56	0	4.684	12.89	0	0	0	0	0.2801	3.258	0	0	0	0	8.818	0	10.77	0.8535	2.557	0	4	0	1	1	4.588	-4.742	11.64	22	1	4	9	1	0.4706	0.8889	9	0	4	401.7	574	18.57	0	0	349.9	8.459	18.57	2666	45	152
3-15a	6.32	13.1	1.953	0.03	0.986	2.185	-2.816	-0.5565	0.581	2.751	-2.834	-0.4729	0.6691	2.772	-2.549	-0.3883	0.7153	3.016	0	-0.8557	-0.3911	0.04332	2.891	-0.9538	-0.2792	0.1332	2.941	-0.529	-0.2079	0.1588	3.14	21.24	9.871	5.024	17.19	7.923	4.009	4.865	1.861	-1.861	0.0903	0.1855	133.6	55.45	16.92	8.459	0	0	0	90.12	61.27	0	0	13.57	5.008	0.9517	0.4421	0.04832	0.04832	0.5579	0	365.9	170	18.57	18.57	214.5	0	3.442	-3.442	0.1228	0.2353	0.6967	0.283	0.04832	0.3033	0.717	0.255	267.8	108.8	18.57	116.6	275.7	98.03	11.04	23.86	25.12	8.822	20.04	0	199	61.01	70.77	4.013	22	8.812	0	55.32	42.24	108.5	0	123.5	37.74	10.49	38.77	0.3989	5.954	3.771	9.278	379.5	76.8	1.347	4	12	0	57	0	28	23	24	0	0	29	1	3	0	65.08	6	0.1935	12	60	1	31	6	0.1935	47	1.232	38.47	19.51	16.52	16.82	15.15	13.67	9.641	10.23	7.852	7.738	5.695	1.608	0.8777	0.9754	0.6405	10.52	5.952	6.265	3.902	0	0	8.381	4.175	4.473	2.344	0	0	4.084	1.762	2.037	1.13	1	0.6905	16	14.59	0	4.673	12.92	0	0	0	0	0.2522	3.249	0	0	0	0	7.431	0	10.76	0.8066	2.477	0	4	0	1	0	3.792	-4.4	11.18	22	1	4	8	0	0.5	1	8	0	4	384.4	549.6	18.57	0	0	334.1	8.459	18.57	2333	44	148
3-15b	7.03	13.01	2.084	0.03	1.628	2.472	-2.788	-0.5342	0.5054	2.712	-2.89	-0.4464	0.6073	2.648	-2.504	-0.357	0.6901	2.983	0	-0.8559	-0.3836	-0.01141	2.845	-0.9613	-0.2836	0.107	2.868	-0.5174	-0.1959	0.1312	3.1	21.24	9.871	5.024	17.19	7.923	4.009	4.865	2.003	-2.003	0.08391	0.1724	195.3	55.45	16.92	8.459	0	0	0	37.63	61.27	0	0	13.57	5.008	0.9528	0.2984	0.04719	0.04719	0.7016	0	375.1	117.5	18.57	18.57	276.2	0	4.252	-4.252	0.09944	0.1905	0.6032	0.2763	0.04719	0.3968	0.7237	0.3496	237.5	108.8	18.57	156.2	284.9	137.6	10.94	23.86	28.25	4.411	20.04	0	160.8	97.89	70.77	3.143	22	11.94	0	92.2	37.83	89.64	0	123.5	0	28.93	42.01	0.3989	5.954	3.771	9.278	380.5	79.81	1.425	5	12	0	56	0	28	22	23	0	0	28	2	3	0	63.76	6	0.1935	12	59	1	31	6	0.1935	46	1.232	39.36	19.51	15.94	16.69	14.57	13.67	8.416	9.954	6.628	6.059	4.047	1.608	0.6735	0.9294	0.4364	10.52	4.469	5.904	2.561	0	0	8.381	3.088	4.124	1.527	0	0	4.084	1.237	1.934	0.6708	1	0.7006	16	14.42	0	4.565	12.91	0	0	0	0	0.2386	3.24	0	0	0	0	6.742	0	10.75	0.03471	4.928	0	5	0	1	0	2.41	-3.443	11.04	22	1	4	8	0	0.5	1	8	0	4	393.6	543.1	18.57	0	0	345.3	8.459	18.57	2333	44	148
3-16a	8.0	13.58	1.961	0.03	0.982	2.161	-2.82	-0.5179	0.4395	2.768	-2.794	-0.4219	0.5452	2.821	-2.557	-0.3195	0.6572	3.027	0	-0.8522	-0.3683	-0.03347	2.928	-0.9225	-0.263	0.0821	3.005	-0.5302	-0.19	0.1181	3.175	22.2	10.08	5.087	18.11	8.159	4.094	5.095	1.883	-1.883	0.08862	0.1834	146.4	51.18	16.92	8.459	0	0	0	111.1	49.02	0	0	13.57	5.008	0.9538	0.4448	0.04624	0.04624	0.5552	0	383.1	178.7	18.57	18.57	223	0	3.435	-3.435	0.1231	0.2358	0.7097	0.2458	0.04624	0.2903	0.7542	0.2441	285.1	98.73	18.57	116.6	302.9	98.03	11.51	23.86	25.12	8.822	23.23	0	199.8	42.57	104.1	4.936	22	8.812	0	36.88	45.43	89.64	0	105.9	56.61	62.25	38.77	0.3883	6	3.792	9.381	393.5	79.98	1.333	4	12	0	60	0	29	24	25	0	0	31	1	3	0	68.18	6	0.1875	12	63	1	32	6	0.1875	50	1.236	40.66	20.38	17.39	17.74	16.07	14.08	10.05	10.65	8.269	8.256	6.167	1.806	1.076	1.104	0.7691	11.05	6.486	6.692	4.414	0	0	8.658	4.277	4.695	2.583	0	0	4.676	2.354	2.39	1.513	1	0.6855	16	12.5	0	6.082	12.97	0	0	0	0	0.2808	5.449	0	0	0	0	7.46	0	10.79	0.7407	2.555	0	4	0	1	0	4.442	-4.701	11.62	22	1	4	8	1	0.5	1	8	0	4	401.7	574	18.57	0	0	349.9	8.459	18.57	2562	47	154
3-16b	8.7	13.58	1.961	0.03	0.982	2.161	-2.82	-0.5361	0.4222	2.768	-2.793	-0.4394	0.5347	2.821	-2.557	-0.3195	0.6571	3.027	0	-0.8523	-0.3743	-0.0607	2.921	-0.9225	-0.2633	0.0821	2.999	-0.5302	-0.2008	0.1016	3.168	22.2	10.08	5.258	18.11	8.159	4.231	5.095	1.883	-1.883	0.08861	0.1834	146.4	51.18	16.92	8.459	0	0	0	108.9	51.23	0	0	13.57	5.008	0.9538	0.4448	0.04624	0.04624	0.5552	0	383.1	178.7	18.57	18.57	223	0	3.435	-3.435	0.1231	0.2358	0.7097	0.2458	0.04624	0.2903	0.7542	0.2441	285.1	98.73	18.57	116.6	302.9	98.03	11.51	23.86	25.12	8.822	23.23	0	199.8	42.57	104.1	4.936	22	8.812	0	36.88	45.43	89.64	0	105.9	56.61	62.25	38.77	0.3883	6	3.811	9.379	393.5	79.98	1.333	4	12	0	60	0	29	24	25	0	0	31	1	3	0	68.18	6	0.1875	12	63	1	32	6	0.1875	50	1.227	40.66	20.38	17.39	17.74	16.07	14.07	10.03	10.64	8.263	8.372	6.23	1.896	1.166	1.142	0.8072	10.84	6.242	6.526	4.235	0	0	8.732	4.444	4.735	2.685	0	0	4.428	2.084	2.215	1.331	1	0.6855	16	12.64	0	6.005	12.97	0	0	0	0	0.2807	5.409	0	0	0	0	7.454	0	10.79	0.7416	2.548	0	4	0	1	0	4.481	-4.701	11.62	22	1	4	8	1	0.5	1	8	0	4	401.7	574	18.57	0	0	349.9	8.459	18.57	2584	46	154
3-16c	7.4	13.58	1.961	0.03	0.982	2.161	-2.82	-0.5363	0.4222	2.768	-2.793	-0.4513	0.5347	2.821	-2.557	-0.3195	0.6571	3.027	0	-0.8522	-0.387	-0.0607	2.917	-0.9225	-0.2712	0.08211	2.995	-0.5302	-0.205	0.1016	3.164	22.2	10.08	5.258	18.11	8.159	4.231	5.095	1.883	-1.883	0.08861	0.1834	146.4	51.18	16.92	8.459	0	0	0	108.9	51.23	0	0	13.57	5.008	0.9538	0.4448	0.04624	0.04624	0.5552	0	383.1	178.7	18.57	18.57	223	0	3.435	-3.435	0.1231	0.2358	0.7097	0.2458	0.04624	0.2903	0.7542	0.2441	285.1	98.73	18.57	116.6	302.9	98.03	11.51	23.86	25.12	8.822	23.23	0	199.8	42.57	104.1	4.936	22	8.812	0	36.88	45.43	89.64	0	105.9	56.61	62.25	38.77	0.3883	6	3.839	9.375	393.5	79.98	1.333	4	12	0	60	0	29	24	25	0	0	31	1	3	0	68.18	6	0.1875	12	63	1	32	6	0.1875	50	1.218	40.66	20.38	17.39	17.74	16.07	14.07	10.03	10.64	8.263	8.36	6.226	1.896	1.166	1.142	0.8072	10.93	6.332	6.564	4.273	0	0	8.523	4.213	4.618	2.561	0	0	4.492	2.148	2.237	1.353	1	0.6855	17	12.69	0	5.982	12.96	0	0	0	0	0.2806	5.387	0	0	0	0	7.453	0	10.79	0.7424	2.544	0	4	0	1	0	4.444	-4.701	11.62	22	1	4	8	1	0.4706	0.8889	9	0	4	401.7	574	18.57	0	0	349.9	8.459	18.57	2606	46	154
3-16d	6.8	14.43	2.085	0.03	1.616	2.853	-2.819	-0.5215	0.5722	2.769	-2.793	-0.4559	0.6572	2.822	-2.557	-0.3801	0.7012	3.027	1	-0.8508	-0.3671	0.04159	2.934	-0.9227	-0.3058	0.1317	3.001	-0.5535	-0.2052	0.1528	3.17	24.13	10.95	5.567	19.25	8.666	4.38	5.383	2.78	-1.78	0.1114	0.194	148.1	68.15	16.92	8.459	4.028	0	17.02	87.91	47.93	0	0	13.57	5.008	0.905	0.3702	0.04453	0.095	0.6298	0.05047	377.5	154.4	18.57	39.63	262.7	21.05	4.892	-3.892	0.2203	0.2081	0.6593	0.2989	0.0713	0.3407	0.7011	0.2694	275	124.7	29.74	142.1	292.4	112.4	11.63	31.41	25.12	58.52	20.04	2.757	199.8	42.57	70.77	4.427	22	16.36	25.6	60.98	42.24	89.64	0	105.9	56.61	31.68	79.08	0.3688	6.087	3.849	9.577	425.5	89.88	1.498	6	12	1	60	1	31	23	24	0	0	29	2	5	0	67.79	7	0.2059	12	63	2	34	7	0.2059	49	1.24	38.77	21.96	16.39	18.04	15.07	14.99	9.474	10.75	7.769	7.514	5.629	2.04	0.8402	1.065	0.6248	11.59	5.726	6.629	3.926	0	0	9.321	3.906	4.738	2.404	0	0	5.094	1.687	2.284	1.142	1	0.7363	16	10.88	0	4.203	24.34	-0.06008	0	0	0	0.2137	3.197	0	0	0	9.312	6.17	0	10.74	0.5277	2.305	0	7	1	1	0	3.605	-4.274	11.78	22	1	4	9	0	0.5	1	8	0	4	417.1	577.9	35.54	4.028	0	325	8.459	52.51	3080	51	164
3-16e	8.4	14.43	2.085	0.03	1.616	2.853	-2.82	-0.536	0.5847	2.768	-2.793	-0.4859	0.644	2.821	-2.557	-0.3841	0.7065	3.027	1	-0.852	-0.3673	0.04159	2.925	-0.9225	-0.3078	0.1341	2.995	-0.5532	-0.2052	0.158	3.165	24.13	10.95	5.742	19.25	8.666	4.518	5.383	2.752	-1.752	0.1111	0.1971	158.2	68.15	16.92	8.459	4.028	0	17.02	90.12	35.68	0	0	13.57	5.008	0.905	0.3461	0.04453	0.095	0.6539	0.05047	377.5	144.4	18.57	39.63	272.7	21.05	4.892	-3.892	0.2203	0.2081	0.6593	0.2989	0.0713	0.3407	0.7011	0.2694	275	124.7	29.74	142.1	292.4	112.4	11.63	31.41	25.12	58.52	20.04	2.757	199.8	42.57	70.77	4.427	22	16.36	25.6	60.98	42.24	89.64	0	105.9	56.61	31.68	79.08	0.3688	6.087	3.902	9.571	425.5	89.88	1.498	6	12	1	60	1	31	23	24	0	0	29	2	5	0	67.79	7	0.2059	12	63	2	34	7	0.2059	49	1.216	38.77	21.96	16.39	18.04	15.07	14.98	9.457	10.75	7.763	7.555	5.652	2.108	0.8777	1.091	0.6405	11.56	5.717	6.575	3.924	0	0	9.11	3.906	4.698	2.404	0	0	5.076	1.714	2.226	1.152	1	0.7363	17	10.82	0	4.37	24.07	-0.09967	0	0	0	0.2235	3.203	0	0	0	9.092	6.475	0	10.75	0.5665	2.364	0	7	1	1	0	3.644	-4.274	11.78	22	1	4	9	0	0.4706	0.8889	9	0	4	417.1	577.9	35.54	4.028	0	325	8.459	52.51	3146	50	164
3-16f	7.0	14.43	2.085	0.03	1.616	2.853	-2.82	-0.5363	0.5848	2.768	-2.793	-0.5243	0.6385	2.821	-2.557	-0.3859	0.7083	3.027	1	-0.852	-0.3732	0.0416	2.92	-0.9225	-0.3031	0.136	2.992	-0.553	-0.2107	0.159	3.162	24.13	10.95	5.742	19.25	8.666	4.518	5.383	2.748	-1.748	0.1111	0.1976	158.2	68.15	16.92	8.459	4.028	0	17.02	90.12	35.68	0	0	13.57	5.008	0.905	0.3461	0.04453	0.095	0.6539	0.05047	377.5	144.4	18.57	39.63	272.7	21.05	4.892	-3.892	0.2203	0.2081	0.6593	0.2989	0.0713	0.3407	0.7011	0.2694	275	124.7	29.74	142.1	292.4	112.4	11.63	31.41	25.12	58.52	20.04	2.757	199.8	42.57	70.77	4.427	22	16.36	25.6	60.98	42.24	89.64	0	105.9	56.61	31.68	79.08	0.3688	6.087	3.953	9.562	425.5	89.88	1.498	6	12	1	60	1	31	23	24	0	0	29	2	5	0	67.79	7	0.2059	12	63	2	34	7	0.2059	49	1.193	38.77	21.96	16.39	18.04	15.07	14.98	9.457	10.75	7.763	7.543	5.649	2.108	0.8777	1.091	0.6405	11.63	5.755	6.6	3.94	0	0	9.048	3.88	4.653	2.395	0	0	5.124	1.74	2.241	1.161	1	0.7363	18	10.78	0	4.487	23.88	-0.121	0	0	0	0.2313	3.209	0	0	0	8.942	6.681	0	10.75	0.5958	2.403	0	7	1	1	0	3.607	-4.274	11.78	22	1	4	9	0	0.5	1	9	0	4	417.1	577.9	35.54	4.028	0	325	8.459	52.51	3212	50	164
