__MOL_ID__	LogS	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
3337-71-1	-1.66	6.167	1.559	0.528	0.015	0.904	-2.339	-0.6231	0.5958	2.461	-2.566	-0.5381	0.663	2.372	-2.023	-0.4613	0.7646	2.758	0	-0.8591	-0.4299	0.09317	2.25	-1.334	-0.3914	0.1645	2.256	-0.4824	-0.1971	0.1931	2.514	13.07	5.365	3.811	10.71	4.328	3.036	3.089	1.577	-1.577	0.2008	0.3109	44.01	17.06	36.44	8.619	10.11	0	4.185	81.52	0	0	2.53	0	0	22.72	0.8371	0.47	0.1	0.1629	0.53	0.0629	190.2	106.8	22.72	37.01	120.4	14.29	4.603	-4.603	0.3143	0.1955	0.3951	0.4863	0.2521	0.6049	0.5137	0.3528	89.76	110.5	57.27	137.4	116.7	80.16	5.358	83.03	0	17.96	0	2.757	103.5	7.317	42.02	0.3135	49.3	55.49	17.64	0	0	36.93	0	70.57	0	26.62	98.49	0.5665	4.907	2.862	7.504	230.2	48.88	1.955	3	6	0	25	2	15	7	0	8	0	0	10	0	2	4	0	1	29.06	2	0.1333	6	25	1	15	4	0.2667	18	0	2.473	20.28	11.47	5.56	8.744	4.809	6.954	2.633	5.401	1.821	1.732	1	1.772	0	0.467	0	4.693	1.15	1.926	0.5516	0.2041	0	3.251	0.7601	1.086	0.3036	0.02552	0	2.862	0	0.7218	0	0	0	0.8884	9	0	5.429	0	0	0	0	0	0.3834	0	0	0	33.65	0	0	0	-3.868	0	0	-1.035	0	0	0	1.077	0	0	0	5.391	0	0	0	1.712	4.177	0	0	0	0	0	0	0	0	6	3	1	0	0.369	-1.608	5.479	6	1	1	1	0	0.4444	0.8	5	0	1	227.2	259.2	45.58	0	25.82	109.8	31.81	71.4	378	20	72
52-68-8	-0.22	5.85	0.624	0.375	1.215	1.14	-2.477	-0.2309	0.03764	2.666	-2.539	-0.2941	0.6227	2.71	-2.233	0.06453	0.5853	2.891	0	-0.7637	-0.3584	-0.1224	2.169	-1.294	-0.2925	0.2502	2.257	-0.4872	-0.1374	0.3458	2.418	12	3.806	2.778	19.17	6.339	4.779	10.13	1.44	-1.44	0.2231	0.239	75.59	0	4.265	0	16.75	0	13.67	0	88.75	0	0	15.73	0	17.1	0.7272	0.5244	0.1416	0.2728	0.4756	0.1312	168.6	121.6	32.83	63.25	110.3	30.42	3.352	-3.352	0.3706	0.2088	0.1288	0.5244	0.5244	0.8712	0.4756	0.3468	29.86	121.6	121.6	202	110.3	80.41	4.723	36.28	25.39	0	3.639	0	0	0	203	1.091	47.82	0	17.48	0	0	70.77	0	0	0	132.2	55.76	0.6167	4.459	2.235	6.903	257.4	41.68	2.084	4	0	0	20	1	12	6	0	4	3	0	8	0	0	4	1	0	25.75	3	0.2727	0	19	0	11	4	0.3636	19	0	4.527	22.28	9.992	3.077	9.493	3.077	5.276	0.2887	5.482	0.2887	0	0	2.313	0	2.232	0	3.96	0	2.676	0	0.433	0	1.908	0	1.456	0	0.4523	0	4.106	0	2.507	0	1	1	1.143	5	0	0	0	0	0	0	0	0	0	0	0	11.35	0	0	0	0	0	0	0	0	-3.734	0	2.174	15.82	0	0	0	9.196	0	0	0	8.811	0	-1.801	0	-2.096	0	0	0	0	4	1	1	0	0.4651	-1.697	4.968	0	1	0	3	0	0.4	0.6667	3	0	0	231.8	225.3	25.06	0	0	170	13.67	38.63	185	18	56
55-38-9	-4.57	9.11	2.131	0.03	1.46	2.608	-2.375	-0.3157	0.0579	2.414	-2.286	-0.02086	0.2428	2.64	-2.077	0.1057	0.4706	2.755	0	-0.7461	-0.3739	-0.1021	2.292	-0.8044	-0.2205	0.00931	2.484	-0.4872	-0.129	0.1078	2.604	14.06	6.074	3.769	16.27	7.1	4.438	7.221	1.383	-1.383	0.239	0.3311	29.78	88.38	8.459	0	0	0	15.59	78.44	0	19.76	4.666	9.332	0	33.01	0.7984	0.5052	0.1473	0.2016	0.4948	0.05424	229.5	145.2	42.34	57.93	142.2	15.59	3.058	-3.058	0.4875	0.2215	0.4674	0.3679	0.2323	0.5326	0.6321	0.3003	134.3	105.7	66.77	153.1	181.7	86.31	7.189	13.84	6.922	1.551	8.429	0	52.93	0	223.6	3.613	6.922	0	56.54	0	3.186	104	0	52.93	0	83.72	59.78	0.5436	5	2.947	7.691	278.3	55	1.774	3	6	0	31	0	16	11	0	10	0	0	15	0	0	3	1	2	39.44	5	0.3125	6	31	0	16	5	0.3125	25	0	2.471	30.77	12.18	7.853	12.25	7.232	7.542	3.044	8.382	2.238	2.315	1.472	1.533	0.2357	1.302	0.1443	5.469	1.478	5.376	0.7904	0.1768	0	3.598	0.9756	2.699	0.436	0.1118	0	3.147	0.3027	2.652	0.1555	0	0	0.843	9	0	5.809	0	0	0	0	0	3.052	0	0	0	0	5.13	0	0	0	0	0	0	0	-2.62	0	7.056	0	0	0	0	0	0	0	0	15.68	1.699	0	0	0	0	0	0	0	3	0	1	0	3.374	-4.003	7.409	6	1	1	5	0	0.4444	0.8	5	0	1	287.4	330.2	14	0	0	214.1	48.6	14	457	23	76
122-14-5	-4.04	8.144	1.46	0.03	1.926	2.468	-2.365	-0.3714	0.4032	2.423	-2.286	-0.2565	0.4314	2.639	-2.078	-0.1152	0.5928	2.754	1	-0.7125	-0.3796	-0.02754	2.336	-0.8823	-0.2791	0.07131	2.465	-0.5532	-0.1487	0.1792	2.58	15.06	6.25	4	14.85	6.158	3.938	5.379	2.229	-1.229	0.1483	0.3725	27.26	105.3	8.459	0	4.028	0	32.61	43.26	11.17	0	4.666	9.332	0	33.01	0.7171	0.3634	0.1517	0.2829	0.6366	0.1313	200.2	101.4	42.34	78.98	177.7	36.64	4.327	-3.327	0.3446	0.2036	0.5052	0.4088	0.2084	0.4948	0.5912	0.2864	141	114.1	58.17	138.1	165	79.94	6.603	21.4	6.922	49.7	8.429	2.757	52.93	0	159.7	2.691	6.922	7.552	82.14	24.1	3.186	70.77	0	52.93	0	54.25	100.1	0.5226	5.087	3.006	7.866	278.2	58.96	1.965	5	6	1	30	1	17	9	0	9	0	0	13	0	1	5	1	1	36.15	5	0.2941	6	30	1	17	5	0.2941	23	0	2.51	26.6	13.05	6.853	11.33	6.232	7.915	3.044	7.151	2.238	2.315	1.472	1.836	0.2357	1.231	0.1443	5.689	1.478	4.486	0.7904	0.1768	0	3.942	0.9756	2.106	0.436	0.1118	0	3.576	0.3027	2.22	0.1555	0	0	0.8928	9	0	4.487	0	0	0	0	0	1.106	0	0	0	10.74	5.037	0	-0.2065	0	0	0	0	0	-2.783	0	4.462	0	0	0	0	8.794	0	0	0	15.33	0	0	0	0	0	0	0	0	6	1	1	0	2.243	-3.029	6.838	6	1	1	5	0	0.4444	0.8	5	0	1	279.1	311.7	30.96	4.028	0	165.5	48.6	47.93	540	25	82
18181-70-9	-6.62	9.525	2.235	0.03	1.236	2.177	-2.36	-0.549	0.4751	2.413	-2.283	-0.1635	0.7954	2.64	-2.068	-0.03363	0.8767	2.754	0	-0.7011	-0.4104	-0.05981	2.152	-0.8044	-0.2065	0.3251	2.38	-0.4872	-0.1057	0.4233	2.51	14.06	5.558	3.495	21.16	8.587	5.508	11.35	1.31	-1.31	0.2523	0.3494	3.04	93.16	0	8.459	0	0	15.59	71.5	59.16	0	4.666	9.332	0	33.01	0.8055	0.5964	0.1421	0.1945	0.4036	0.05233	240	177.7	42.34	57.93	120.2	15.59	2.868	-2.868	0.5198	0.2361	0.6221	0.5964	0.1578	0.3779	0.4036	0.2201	185.3	177.7	47.01	112.6	120.2	65.59	7.811	13.84	6.922	1.66	12.24	0	35.29	0	261.5	4.494	6.922	0	58.2	0	0	70.77	7.001	35.29	0	153.2	59.78	0.5436	5	2.804	7.714	413	55.28	2.304	3	6	0	24	0	16	11	0	8	2	0	8	1	0	3	1	1	38.06	4	0.25	6	24	0	16	4	0.25	18	0	2.609	25.26	12.34	5.724	13.75	5.155	7.415	2.3	8.363	1.655	1.414	0.866	1.801	0	1.665	0	5.656	0.8777	5.884	0.4553	0.1768	0	3.41	0.542	2.836	0.2388	0.1118	0	3.755	0	3.451	0	0	0	1.277	8	0	3.273	0	0	0	0	0	2.143	0	0	0	0	5.063	0	0	0	0	0	0	0	-2.777	0	2.846	11.95	0	2.071	0	0	0	0	0	15.42	0	0	0	0	0	0	0	0	3	0	1	0	4.893	-5.281	8.08	6	1	1	4	0	0.5	1	4	0	1	297.9	323.4	14	0	0	229.6	48.6	14	434	24	78
547-75-1	-4.35	14.43	1.288	1.564	1.519	1.55	-2.992	-0.4976	0.5471	3	-2.976	-0.4708	0.4903	3.058	-2.748	-0.3743	0.6368	3.248	0	-0.8084	-0.3636	0.0631	3.518	-0.9302	-0.3324	0.008898	3.578	-0.5433	-0.2248	0.1461	3.733	22.2	7.848	3.457	21.51	7.592	3.341	5.63	2.466	-2.466	0.1053	0.1589	149.5	27.51	0	0	41.3	14.71	0	69.61	56.24	0	0	0	13.57	31.07	0.7506	0.4226	0.1106	0.2494	0.5774	0.1388	302.8	170.5	44.64	100.6	233	56.01	3.26	-3.26	0.2021	0.2086	0.7141	0.1106	0.1106	0.2859	0.8894	0.1753	288.1	44.64	44.64	115.4	358.8	70.72	11	23.86	76.16	51.85	19.41	0	169.8	7.745	99.98	3.449	76.16	7.745	43.27	25.39	26.46	0	0	0	169.8	99.98	97.99	0.3883	6	3.43	9.429	408.6	86.96	1.26	5	0	0	69	5	29	23	0	24	0	0	40	0	0	5	0	0	72.92	4	0.125	0	72	1	32	4	0.125	71	0	1.586	44.69	21.14	16.14	18.26	16.06	13.59	10.71	11.85	10.65	10.13	10.09	3.286	2.204	2.57	2.204	11.89	9.282	10.3	9.26	0.2357	0.2357	9.693	7.525	8.433	7.49	0.2357	0.2357	7.925	5.974	6.668	5.974	11	11	0.7046	14	0	0	0	0	0	0	0	0	0	0	0	11.06	0	0	0	0	0	0	-0.718	0	0	0	6.89	0	0	0	0	41.66	0	7.685	0	0	0	-0.03285	0	0.1191	0	0	0	0	5	4	1	0	3.899	-5.546	11.07	20	1	4	4	0	0.5	1	7	0	4	403.5	579.9	0	0	0	269.1	14.71	67.83	2060	60	166
109-07-9	0.74	3.645	0.509	0.517	1.171	0.666	-2.742	-0.4699	0.5457	2.641	-2.941	-0.4661	0.5767	2.51	-2.457	-0.3759	0.6333	2.916	0	-0.8468	-0.3329	0.07563	2.259	-1.171	-0.3616	0.1338	2.173	-0.5136	-0.1978	0.141	2.495	5.143	2.344	1.5	5.143	2.344	1.5	1.722	0.6729	-0.6729	0.1817	0.4656	85.38	0	17.24	0	0	0	0	18.75	0	0	0	0	0	0.2738	0.9977	0.1564	0.002251	0.002251	0.8436	0	121.4	19.02	0.2738	0.2738	102.6	0	1.8	-1.8	0.2	0.5	0.5048	0.002251	0.002251	0.4952	0.9977	0.493	61.4	0.2738	0.2738	60.23	121.4	59.96	3.033	0	0	36.02	3.982	0	0	55.32	33.33	-0.4323	36.02	0	3.982	55.32	0	0	0	0	0	33.33	24.06	0.8631	3.807	1.761	5.255	100.2	24.08	1.267	2	0	0	19	2	7	5	0	5	0	0	12	0	2	0	0	0	19	0	0	0	19	0	7	0	0	19	0	2.123	14.44	5.113	3.699	4.699	3.699	3.394	1.486	2.835	1.486	0.4082	0.4082	0.2887	0	0.2041	0	1.894	0	1.245	0	0	0	1.307	0	0.7977	0	0	0	0.4082	0	0.2464	0	1	1	0.6474	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.187	0	0	0	0	0	0	3.38	6.591	0	0	0.6748	0	0	0	0	0	0	2	2	1	0	-0.382	0.3995	2.937	6	1	1	2	0	0.25	0.3333	3	0	1	121.6	154.7	0	0	0	97.01	0	11.37	42	5	30
539-03-7	-2.84	6.275	1.13	0.217	0.848	1.468	-2.296	-0.603	0.5574	2.277	-2.349	-0.5381	0.8059	2.369	-1.979	-0.3456	0.8543	2.59	0	-0.8139	-0.3798	0.07877	2.048	-0.9974	-0.2639	0.1645	2.201	-0.4682	-0.2161	0.2126	2.362	9.091	4.133	3.265	7.148	3.163	2.439	2.055	0.8398	-0.8398	0.2645	0.3886	42.76	17.06	0	8.619	12.95	0	0	49.02	29.58	0	0	0	13.57	0.1369	0.8466	0.5314	0.07889	0.1534	0.4686	0.07455	147	92.31	13.7	26.65	81.39	12.95	1.894	-1.894	0.3004	0.301	0.7969	0.5314	0.07889	0.2031	0.4686	0.1242	138.4	92.31	13.7	35.27	81.39	21.57	4.576	23.86	0	0	3.501	20.77	70.57	5.259	72.47	2.298	0	23.27	23.86	0	0	0	3.501	70.57	0	75.23	29.1	0.684	4.459	2.587	6.569	169.6	32.71	1.722	1	6	0	19	1	11	8	0	8	1	0	8	0	1	1	0	0	23.5	1	0.09091	6	19	1	11	2	0.1818	12	0	2.205	10.78	8.268	5.56	6.852	4.809	5.182	3.21	3.592	2.321	1.732	1	0.901	0	0.3744	0	2.94	1.15	1.417	0.5516	0	0	2.231	0.7601	0.8625	0.3036	0	0	1.05	0	0.4071	0	0	0	0.8033	7	0	6.965	0	0	0	0	0	1.431	0	0	0	10.55	0	0	0	0	0	0	-0.07655	0	0	0	1.467	5.636	0	0	0	0	0	0	2.634	0	0	0	0	0	0	0	0	0	2	1	1	0	1.789	-2.329	4.582	6	1	1	1	0	0.4286	0.75	4	0	1	173.7	211.2	13.57	0	5.683	133.4	12.95	19.25	166	11	50
104-04-1	-2.69	6.773	1.127	0.133	1.489	2.003	-2.289	-0.5746	0.7161	2.308	-2.35	-0.5381	0.6365	2.382	-1.987	-0.4131	0.7465	2.593	1	-0.8136	-0.3627	0.09034	2.178	-0.9974	-0.3375	0.1607	2.257	-0.5529	-0.2369	0.2152	2.417	11.08	5.024	3.704	7.316	3.19	2.272	1.795	1.748	-0.7478	0.1748	0.4365	62.75	34.03	0	8.619	16.98	0	17.02	24.51	11.17	0	0	0	13.57	0.1369	0.7473	0.2616	0.07259	0.2527	0.7384	0.1801	141.1	49.38	13.7	47.71	139.4	34	3.317	-2.317	0.3248	0.246	0.678	0.4813	0.1317	0.322	0.5187	0.1903	128	90.86	24.87	60.79	97.93	35.92	4.666	31.41	0	49.7	0	23.52	70.57	5.259	33.33	1.445	0	30.82	49.47	24.1	0	0	0	70.57	0	38.84	69.41	0.6194	4.7	2.813	7.053	181.2	38.82	1.765	3	6	1	22	2	13	7	0	8	0	0	9	0	2	3	0	0	24.69	2	0.1538	6	22	2	13	3	0.2308	14	0	2.251	11.75	9.845	5.56	7.02	4.809	6.092	3.21	3.632	2.321	1.732	1	1.112	0	0.3008	0	3.639	1.15	1.409	0.5516	0	0	2.757	0.7601	0.8756	0.3036	0	0	1.683	0	0.3859	0	0	0	0.8106	8	0	5.853	0	0	0	0	0	0.7011	0	0	0	20.96	0	0	-0.2385	0	0	0	-0.1845	0	0	0	1.389	0	0	0	0	8.487	0	0	2.53	0	0	0	0	0	0	0	0	0	5	2	1	0	0.658	-1.641	4.658	6	1	1	2	0	0.5	1	4	0	1	188.8	223.5	30.53	4.028	5.683	106	12.95	53.18	270	15	60
118-08-1	-4.11	13.38	2.224	0.03	1.739	3.178	-2.695	-0.3894	0.4189	2.67	-2.698	-0.3763	0.5256	2.741	-2.419	-0.1905	0.666	2.936	0	-0.8461	-0.3887	-0.07011	2.86	-0.9436	-0.3403	0.074	2.957	-0.5131	-0.1699	0.122	3.122	19.93	7.922	3.26	16.13	6.359	2.601	3.664	2.395	-2.395	0.1242	0.1442	93.05	65.07	38.74	21.2	0	14.71	0	75.33	12.25	0	0	0	13.57	12.52	0.8822	0.3281	0.0753	0.1178	0.6719	0.04246	305.6	113.7	26.09	40.79	232.8	14.71	4.291	-4.291	0.1477	0.1888	0.5483	0.2359	0.0753	0.4517	0.7641	0.3764	190	81.73	26.09	156.5	264.7	130.4	9.956	34.86	47.12	0	44.17	0	89.44	49.17	103.7	3.064	44	10.87	11	41.42	36.6	122.5	0	70.57	10.45	20.97	66.46	0.4079	6	3.307	9.351	383.4	75.13	1.533	6	12	0	49	0	28	19	0	21	0	0	21	0	1	6	0	0	56.87	3	0.09375	12	53	1	32	3	0.09375	40	0	1.4	35.48	19.41	14.3	15.98	13.09	13.62	6.858	9.206	5.33	5.287	3.574	1.905	0.5499	0.9259	0.3312	11.55	4.115	5.771	2.472	0	0	9.793	2.846	4.186	1.515	0	0	5.376	1.317	2.264	0.7208	2	2	0.7755	12	0	7.77	0	0	0	0	0	5.971	0	0	0	12.75	0	0	0	0	0	0	-0.3917	0	0	0	5.127	0	0	0	0	0	0	1.989	0	27.8	0	-0.5618	2.217	0	0	0	0	0	7	0	1	0	2.88	-3.795	10.06	25	1	5	4	1	0.5	1	6	0	5	346.4	494.4	23.58	0	0	262.4	45.52	23.58	1838	53	160
146-22-5	-3.8	11.1	2.225	-0.022	1.914	2.633	-2.262	-0.6019	0.705	2.393	-2.416	-0.551	0.7193	2.419	-1.96	-0.4431	0.7828	2.697	1	-0.8073	-0.4078	0.0945	2.512	-1.007	-0.3537	0.1617	2.575	-0.5529	-0.2236	0.2304	2.796	15.88	7.051	3.673	10.41	4.513	2.309	2.236	2.273	-1.273	0.1347	0.2546	28.93	73.02	13.19	8.619	16.98	0	17.02	12.25	72.44	0	0	0	19.25	0.1369	0.7961	0.3975	0.07404	0.2039	0.6025	0.1299	208.5	104.1	19.39	53.39	157.8	34	4.613	-3.613	0.2336	0.1926	0.6702	0.5559	0.1167	0.3298	0.4441	0.2132	175.5	145.6	30.55	86.37	116.3	55.81	7.794	31.41	16.79	49.7	6.371	23.52	141.1	26.46	0	2.276	0	33.58	49.47	42.54	6.371	16.79	0	141.1	0	5.513	81.77	0.4825	5.524	2.966	8.525	282.3	55.33	1.677	4	12	1	33	2	21	13	0	15	0	0	12	0	3	3	0	0	40.11	2	0.08696	12	35	3	23	2	0.08696	20	0	1.76	16.35	14.82	9.828	10.98	8.326	10.15	6.358	6.352	4.502	4.592	2.693	1.394	0.3027	0.4711	0.1555	7.535	3.448	3.181	1.699	0	0	6.198	2.668	2.225	1.102	0	0	3.177	0.5853	0.9367	0.2517	0	0	0.7875	9	0	13.88	0	0	0	0	0	2.071	0	0	0	22.77	0	0	-0.2127	0	0	4.319	0.3801	0	0	0	0	0	0	0	0	9.055	0	0.008388	2.733	0	0	0	0	0	0	0	0	0	6	2	1	0	1.781	-3.95	7.679	18	1	3	2	0	0.4444	0.8	5	0	3	261.8	358.4	36.22	4.028	5.683	164.6	19.65	58.86	857	36	110
97-23-4	-3.95	9.869	1.904	1.468	0.682	1.841	-2.352	-0.6596	0.6708	2.343	-2.233	-0.441	0.866	2.5	-2.06	-0.3924	0.9355	2.642	0	-0.7662	-0.4103	0.08217	2.323	-0.7624	-0.2457	0.2506	2.513	-0.4661	-0.1747	0.3444	2.625	13.43	5.76	3.484	11.89	5.059	3.041	3.54	1.127	-1.127	0.1928	0.3189	26.27	42.51	0	0	20.65	0	0	77.95	59.16	0	0	0	0	15.54	0.8505	0.6306	0.06417	0.1495	0.3694	0.0853	205.9	152.6	15.54	36.18	89.43	20.65	2.606	-2.606	0.1727	0.2043	0.8146	0.6306	0.06417	0.1854	0.3694	0.1212	197.2	152.6	15.54	44.88	89.43	29.35	6.904	0	50.77	0	23.86	0	124.7	0	78.3	3.995	50.77	0	0	0	6.371	18.87	7.001	105.9	0	88.78	40.46	0.5423	5.17	2.883	7.883	269.1	43.06	1.595	2	12	0	27	2	17	15	0	13	2	0	10	0	0	2	0	0	35.51	2	0.1111	12	28	0	18	2	0.1111	16	0	1.907	11.77	12.41	8.414	10.33	7.171	8.059	5.749	5.764	4.183	4.431	2.805	1.382	0.3333	0.7112	0.2041	5.855	3.286	2.934	1.793	0	0	4.346	2.53	1.986	1.184	0	0	2.696	0.6206	1.061	0.322	0	0	0.8484	8	0	9.601	0	0	0	0	0	2.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.71	0	0	0	19.37	0	0.3738	0	0	0	0	0	0	0	0	0	0	2	2	1	0	4.592	-3.932	6.945	12	1	2	2	0	0.5	1	4	0	2	242.1	317.2	0	0	0	200.2	0	27.13	520	24	86
